cell_id,Glucose,Pyruvate,Lactate,ATP,ADP,NADH,NAD,Glutamate,Glutamine,Proinsulin,C-peptide,Palmitate,Oleate,Ceramide,Sphingomyelin,Metabolite_0,Metabolite_1,Metabolite_2,Metabolite_3,Metabolite_4,Metabolite_5,Metabolite_6,Metabolite_7,Metabolite_8,Metabolite_9,Metabolite_10,Metabolite_11,Metabolite_12,Metabolite_13,Metabolite_14,Metabolite_15,Metabolite_16,Metabolite_17,Metabolite_18,Metabolite_19,Metabolite_20,Metabolite_21,Metabolite_22,Metabolite_23,Metabolite_24,Metabolite_25,Metabolite_26,Metabolite_27,Metabolite_28,Metabolite_29,Metabolite_30,Metabolite_31,Metabolite_32,Metabolite_33,Metabolite_34,Metabolite_35,Metabolite_36,Metabolite_37,Metabolite_38,Metabolite_39,Metabolite_40,Metabolite_41,Metabolite_42,Metabolite_43,Metabolite_44,Metabolite_45
ERR1630023,12.39800765940922,6.588586345667762,6.343864607208217,6.476648672891324,8.786793887220945,8.070759556145967,4.7576776665471865,8.23507372681372,7.8422084811409585,9.11203292085129,9.157833909966557,7.658749355830425,5.734660945753333,9.229611889409561,4.101875240987941,8.56613211968495,5.575590539018957,10.804798142030885,5.089895601888282,5.132687735096903,12.659581603914072,10.5252723718469,6.386186272459245,5.5274976204707045,6.147192208795858,8.720477535444312,8.56869371681921,7.202208386941281,11.431407402932182,6.427860990485642,4.219284808850865,13.339402643438754,9.829578692187908,7.589956763415829,8.417144885163042,8.241515383139523,4.754396941208171,7.96648627856483,8.864295529776795,8.766798820645068,3.2320938269608677,8.376364625737692,8.929811805277044,7.898721861117034,5.57086613290533,10.622649470503818,7.93306564173327,7.572270623324224,7.68819134667262,5.069270675606019,11.910201176833931,10.259275042966088,6.619768730796446,4.152395395136777,9.05390330480037,9.496529491090726,8.130748633153733,7.327893262918126,4.667892462487725,9.19706351176998,4.634546518548099
ERR1630038,10.332521426940035,9.45330847382509,7.38453469765887,6.473300101588755,2.957529014249042,6.145721245827774,7.042886272878553,4.770448717417908,10.565847498749768,7.642135003099076,7.069630516655479,12.331583681267375,10.043104828000338,11.516497880156926,10.550647612948149,9.386994314626815,6.395413932565143,5.05396558944541,9.595346163883406,6.909264424231516,3.30566226647782,8.874005389469465,8.46357431321313,5.3968558502018205,10.79305125866586,6.2587286236643305,12.455824221598277,10.628365069412004,10.021354684143667,6.785577638667235,8.346368561590909,8.536919399762919,7.419998298183968,8.032498753957912,11.465532917954398,6.602745006988992,8.91384442980222,6.8714787582297605,4.851879382054968,10.122717711064208,8.808305188833872,9.968403058764212,6.084523701888154,6.7563631998326015,8.788707676506183,9.54658839834775,10.386416005881205,7.7983347353257395,9.007162906847835,11.57507562594176,7.234303833205576,8.562823356096134,7.708822874620044,8.420199986536023,10.771927743805122,6.809820768268899,6.315058847857157,9.752688947227917,11.019432937122943,5.084465069564988,7.323343836950758
ERR1630043,10.471495864925911,8.089165670779956,8.278710859105898,6.543098009168862,6.531553560115027,2.8770508884009462,7.948336545931756,7.545067623391275,5.01044902644448,8.339144621603163,9.781858947159087,8.802059699412075,8.373576404433539,5.859980472149786,9.187017277145836,12.448680849277034,9.046938883803413,8.87618846849456,8.503207086260534,6.679797797164703,9.919689138160258,7.756424085760143,11.447234016036298,11.57327808039161,6.924069016081328,9.532407893533279,6.824458652756751,10.326733280671839,6.237634477944095,8.473674757261985,9.038371088709827,9.54041871647014,5.956834843552289,8.91264619549981,8.430172601648415,5.730678462008001,10.312942742493295,11.21359492751496,8.119851584675398,7.7341478906386385,7.265358686876192,13.067223548388734,9.877971203517305,6.570019718070565,4.816130008495797,7.1463541777101804,7.159567401202224,8.510618127258118,8.089034831392468,10.28925277603549,2.583190791550515,9.075454597717032,9.787729502942371,4.406139423306012,6.265028041770594,7.032154169406934,9.012694937430394,7.172919709987524,7.931348229105302,6.423161498908015,8.127338951480333
ERR1630053,8.60125044147452,6.244663419195645,8.281218305727913,8.430344786870206,8.524500321071619,7.549670636938979,10.017844304721052,7.082981589029453,7.840442001267113,11.883566915348283,7.138757554100337,7.89159451335776,9.48723345473045,6.003723291260953,10.402966389912528,4.124878784614062,8.149351690160584,6.697918936512514,8.679167264429939,10.92841181263779,5.685632806496425,5.190222739790542,10.300564242880673,7.53927899709826,7.83461416449527,7.468126839358639,7.274797429615271,6.175260096852518,7.514906752239487,6.314226466322241,10.002435252855227,6.8939481202777575,10.621797191983791,9.33803191089792,5.995992848306356,5.873298084131779,7.558846299769646,6.535216270527365,6.521418629711608,9.679608815077085,8.54884394905458,10.460546986062456,5.856171999951315,4.334026643302801,6.538795714932476,10.153693177676397,6.745856817613055,11.273468559466268,6.933585628890417,9.168347925863229,7.94825361098603,4.079721330707393,6.679888428104874,8.959844287082289,7.9056427839055115,7.124456521827097,7.662556385828955,8.301159416207037,2.5564161913102827,6.8839224924401625,6.382122982408189
ERR1630057,11.0779245334395,9.515750056574333,8.339630294970668,7.962701760881287,3.9755825305059798,6.1825425585172935,7.293119908531098,7.781398984826316,7.989751793003912,5.202819197506253,9.950239311018178,6.1513256320951015,3.4661942950353204,9.56699277034918,6.175094185800165,9.384282391114791,4.51264980726917,7.189859325726766,6.072078479861964,8.785676558367188,6.219142876316308,8.786137476243693,7.153370358705117,6.6848463866244305,9.798616121356426,11.907249206752452,7.270141077113586,6.452912176069919,7.722455904979022,8.215507951708958,4.411884350890935,5.971451816925658,4.987774561521695,5.695548618209789,10.904571964918466,3.4266599000445472,8.745149361577614,7.259347555883156,8.486924724844847,5.662988374495128,7.079651611006267,10.447445618591939,7.091215385805205,10.819817543433679,2.549650150382692,9.078203059228642,8.083630779851784,5.123525732097686,9.831927068915006,6.502503860035022,8.462721259965196,6.026217203498954,6.979646619882749,9.410992553509374,12.704749577087203,6.204332062065435,10.49886960135871,10.680009014724021,9.275423480380747,9.53465683018357,6.585500990886772
ERR1630070,8.011692790536966,7.054013724681753,8.533390404046594,6.5518929140515905,6.506026117926387,6.594595322930556,7.391839457267578,9.720359153950003,5.842372325070251,10.355656124566167,9.05010042179974,7.589079040425164,8.591852193883504,10.372694258399376,7.351565066145208,6.455384047529057,6.075505636503567,6.310001055653135,9.581614907171888,7.885751568728432,4.79582786975505,10.509532700828386,7.638779521826851,8.960193172383526,9.20309104050586,6.331676665453871,5.5390252634470025,6.066198360044458,7.609826851079138,8.875109038281765,11.726819100993831,9.795519708070637,4.070442552397216,7.69499159317621,3.450653250969733,9.920987894584366,7.601623168372628,8.070613979988567,7.527483124602027,8.151089407513497,6.628723920548927,8.196396155456101,6.099723407414298,8.581928387716715,8.541078780230272,8.956798330039405,7.801959968072608,10.078150694783993,11.63709307641643,4.931907518293287,5.466326838738677,7.658138482954894,7.096080180674894,8.949970981970871,8.950864643184206,8.599530861056536,4.680322656100108,8.392476763740953,11.703821987498255,9.032734524856357,7.867058858225182
ERR1630073,11.022822077840166,6.270332694413609,8.835029790122613,6.611719565617519,5.7125851753925945,8.491332857936955,8.08797571077556,9.614711878921822,8.266118115086332,10.113240404129815,8.297283347563651,9.276906139406437,10.278712779922074,9.43231182161912,6.124003769696458,7.748815696795109,5.183543044716436,10.982370592488447,6.606743426550844,6.478786095273947,11.650915013869447,6.807840019093981,6.10021162511267,9.31711967923549,7.982259358115661,6.211700308719532,8.67338760865531,9.254364076339925,9.726302053576733,8.508022178384174,9.774509133792616,9.69342575398905,7.074000346577203,11.41516332581409,9.30212995402131,10.789415647948566,7.722968464506222,9.693670003413713,8.544722070378832,9.940052964443915,7.162121898592464,6.8882410033331265,10.465238322907274,8.485917429188179,9.965182325215679,5.177231184566156,6.388550608588547,6.954238489528549,10.595973154890636,10.519521169990874,8.17515733915531,8.961976774732028,8.336530268062639,6.005229575424714,8.119286690627433,6.193351933558234,7.237984579906321,7.550970449745538,11.30152930040489,8.315609940256033,7.185333876789635
ERR1630077,10.97621002127279,6.678564267892226,13.314916173351971,8.41379059503856,3.055087727803935,6.391636393805353,11.602525245633416,8.296246193805374,7.0540522133347805,9.783552719079925,4.821121605789177,6.39140646391035,5.185255776164119,7.264350903914197,11.218515278199314,9.1949761745326,8.957607108261515,6.680124985838427,9.55944062961507,6.447721583703952,7.591117258336921,9.5092187085338,7.837796545234924,9.829349095472793,7.598973522900192,10.715833042950925,8.834967941726683,6.236398684155349,6.913204537989058,7.5537467145461274,9.914407956250521,11.674742906329994,5.026163480370352,7.22753483847621,10.452564144517238,7.888528285332721,7.688869193839688,9.149001004066722,5.306804652294623,9.213512451977719,8.612626932998836,8.394753201229596,10.161092082950773,7.862144351577479,8.080680540778307,8.361138514131538,3.9043485525014967,10.095719620453359,9.187342025174852,9.080208028294047,8.680896433482252,10.717068935320741,8.426149960081627,7.571440277334867,4.531559402885416,5.459948873196712,7.390564393242153,8.199784738580501,6.819259969364229,7.5404926121443525,6.19106905560281
ERR1630089,11.729185073274568,7.430237631917044,10.357660129431356,6.470717663037208,8.724241925348617,8.936443462508482,8.321100541537113,5.791709682670196,7.316378731463039,5.301914033444039,11.285218171749355,2.0327803855571913,9.683986830054845,8.217008604060519,4.526842801495937,8.521092622817495,5.786772311513287,8.864869226168555,7.884975300365443,8.458947817385864,7.261906918638511,10.659699035135255,5.96835922587949,6.651161144167258,7.657485443190265,7.795426728853483,5.736625163496036,4.0093094996547896,8.711086319986709,8.655092184406033,11.405669670231223,10.503668158089177,8.132353713402182,6.649565404922711,10.256714566413256,6.302943674264335,9.785701051446074,5.130426954919021,11.931696616345514,5.863578111229598,6.020018704552195,4.1869571248294095,7.205335269684371,8.871921897036849,6.804468069889841,6.222635507764201,5.101779166997306,8.55968641166403,9.390727447728253,8.327157353364054,9.38452003336199,5.569588532593402,6.734181856927749,7.599260755121645,10.555074610673383,10.543474821404816,9.586504668042549,9.537254281594091,6.421915609253809,8.206607602921585,4.666480157638151
ERR1630099,11.35414285389275,7.501079603279823,12.083429764021322,7.422584834072623,6.4894723054268235,7.4528036735139525,6.737832675052109,6.83694636020141,7.955353588916869,7.108135787179559,7.883461722652347,4.876486412760766,8.321214660071144,6.480994148262845,5.303038675151484,9.448193287871689,4.462052689515469,9.249666459879094,8.93787880766697,6.216147572834426,7.450956389177618,8.531358587262718,8.463931491359723,9.827646830426746,9.463977971301048,10.069995287221733,10.300395964899558,8.22791561175986,7.418576633837731,7.75761478938286,7.316956827006176,10.89562768772208,6.483694023522916,10.268616405933878,7.036542107870088,10.209575082557675,9.454015558123713,7.921597657793976,8.5182930081921,5.780747472616656,9.154981079698013,9.894598116367106,10.67570400091816,7.3502744615413125,12.400261411477157,7.364723854322277,7.100089362310449,7.666057806645415,7.684463755475464,5.132460600599531,5.737288055000915,5.5564793633725404,8.470205790414811,10.99283415568787,6.663343524407728,7.743110774091648,6.384484289810407,9.320441837486902,8.53447204082804,9.84583751635213,5.98853269476622
