cell_id,PDX1,NKX6-1,MAFA,GCK,SLC2A2,INS,IAPP,PCSK1,PCSK2,CPE,ABCC8,KCNJ11,DDIT3,ATF4,XBP1,HSPA5,ERN1,EIF2AK3,ATF6,TRIB3,Protein_0,Protein_1,Protein_2,Protein_3,Protein_4,Protein_5,Protein_6,Protein_7,Protein_8,Protein_9,Protein_10,Protein_11,Protein_12,Protein_13,Protein_14,Protein_15,Protein_16,Protein_17,Protein_18,Protein_19,Protein_20,Protein_21,Protein_22,Protein_23,Protein_24,Protein_25,Protein_26,Protein_27,Protein_28,Protein_29,Protein_30,Protein_31,Protein_32,Protein_33,Protein_34,Protein_35,Protein_36,Protein_37,Protein_38,Protein_39,Protein_40,Protein_41,Protein_42,Protein_43,Protein_44,Protein_45,Protein_46,Protein_47,Protein_48,Protein_49,Protein_50,Protein_51,Protein_52,Protein_53,Protein_54,Protein_55,Protein_56,Protein_57,Protein_58,Protein_59,Protein_60,Protein_61,Protein_62,Protein_63,Protein_64,Protein_65,Protein_66,Protein_67,Protein_68,Protein_69,Protein_70,Protein_71,Protein_72,Protein_73,Protein_74,Protein_75,Protein_76,Protein_77,Protein_78,Protein_79
ERR1630023,5.638448077277214,6.963886401289933,13.495124221359623,8.704587886577459,16.536725758283925,11.46917498303109,11.550708970530092,5.322725371737562,8.143998788418918,5.175471908067999,7.675011583831935,7.233433215192873,11.481789661976961,14.084094490251598,10.82173108644758,14.138109468608738,7.209781220830509,12.95230000501063,10.300357067122555,12.367962033078198,12.588782917693747,5.675435431734956,14.407270817746213,9.419053985253445,15.585782987723611,10.21303671679033,13.962663794777601,10.179261558842796,10.801685791635848,10.348669699817465,9.341418727148334,9.227959725729226,10.67669091147413,11.645030598364048,10.700702828823882,11.557531721757694,5.445614640559446,12.711959335474528,7.772263529482963,5.0577497735212305,15.542572917547743,14.230595774118395,9.968550075461232,13.208889806587555,9.006319956359334,8.591784118496921,8.217029070882703,8.080777497972615,9.222762863570924,7.858150135964424,1.4544194157103387,9.449718638090989,7.092392042527187,10.89181039543348,9.280527556773755,11.904438883774533,10.039159478069656,6.200723105775683,6.201593864959769,6.277014889667461,7.408574615153448,7.89187660388858,12.758023087057504,10.558848870591424,4.416893625510207,7.373303623470013,9.890070983974237,6.987174011704071,10.24307736113686,7.482953531563751,9.59752256694181,8.29293192149637,10.33656091388874,14.322330809362352,12.678868476618531,6.756380421853319,17.53370926044215,13.542354885314676,7.9422730566018505,7.401063122628292,11.021474478141078,12.113245607433841,15.301454729597545,11.525363601272563,8.008754245042553,8.477921644316043,11.879840395630016,5.97863640161807,14.483952694555082,8.366112300744515,12.878543786876733,13.598278850725137,19.164727576088683,9.084157167725358,9.166313885289046,9.01115644573925,10.521183373339348,8.066290785811095,13.63576570952587,13.024485902828747
ERR1630038,7.893291836417349,6.53223081722137,7.355708205912663,7.256955356860718,10.14564325111065,9.243510360856991,11.129972222329322,13.12632419647797,9.560242779769565,10.44344410152249,16.033177337675124,10.37630242154557,9.550514407780497,10.814562651935375,6.022056028001918,12.65592872698316,9.371005966725823,8.347211996206042,8.424285088453182,14.449903250996222,9.22346668756681,12.292970581031565,11.157220984646866,10.601051389635838,8.85028381028805,11.48722316489163,8.722295909097898,10.469375682617795,13.318724333755144,13.951041458323088,8.691889980110814,11.116554072852008,11.752819837693437,10.712294627681441,12.290689839796885,12.323959702882428,15.51292910230178,16.468816747369992,9.505514514427988,14.980897665790257,11.317284210833995,9.467533484291856,11.82126929508411,9.300990614378007,9.871962044433701,6.710384622598472,10.241273869714513,12.798033049075574,12.161678746628018,11.091082433787637,15.210241505840314,16.40233152874394,11.49481096999737,14.793146686541224,11.047537250005592,10.263973403220215,12.882543861128585,9.788498614571468,2.9210669920388552,9.223776796769029,5.483106611829764,8.836309992468928,8.364421755985786,8.382356423073288,6.845240785516555,6.403426049469104,8.059027336822032,8.887012085437187,9.10568566830557,10.776749169520723,12.119111175681994,6.970608092929352,7.376022362194645,14.99418541993943,12.272024473634497,7.673164354446465,6.239733144754252,8.504537467804452,9.240509933703704,12.045588668607746,3.094078337792417,7.106123093562957,15.399866893403228,10.048689248703358,10.1870260604436,8.30671119045986,12.366034059424805,4.588779241421446,8.725083560078549,3.7564568977864266,9.94056589504712,8.66183219414761,5.110375142786847,13.031626519643677,12.070240492768903,13.089312469080735,5.480005356577763,6.98898948203391,13.606238977236579,12.431526334534563
ERR1630043,12.82924623679987,7.898776146231212,8.290582327251855,10.466993675019452,4.56524022659374,9.206038864928974,16.223764543208695,7.545100480723667,3.8083105497193626,9.851910232757199,5.91513552527247,8.29766447294945,14.855769128626676,13.267394101561168,10.127502733770106,14.108539703551257,6.58927248905792,12.184384265907239,10.441070659700372,4.513978303825894,6.367862648410303,9.956157133181975,12.24012381832423,10.065314211974302,9.111794700830892,12.429351934630917,10.822730597297967,12.991823840686978,11.723290298745548,7.863923622050992,12.012724120105055,12.88283988275481,14.200524903335214,8.418585491369374,8.910621616336902,12.641174149575082,12.524663423547892,8.469041819845243,7.982714897855784,8.700916847049923,10.237772358825119,7.336565894928986,11.259194430429282,4.819589734509951,7.504934920150465,10.552056656785313,7.241909819479499,8.744888023729706,9.618100309361758,16.36311665619109,6.081690815270851,10.707045873049596,6.925496989988449,6.812987739335342,7.374884041595488,9.53040947010876,14.301404514673704,13.524508184613092,8.625461323319724,9.20056780157894,11.774004040292786,10.172971445767477,8.090055237521527,11.98424895133762,14.86291025533812,13.175280880096523,14.069741146122679,9.581867780533914,6.752095345985154,3.999177567014117,3.7840870716169928,9.389953201571464,11.52047867269042,12.529246243017335,10.729282976395762,7.8351660088459045,11.963498929144576,6.405540184510621,6.688760527298848,11.838813152470818,6.300460665259818,7.704184264949468,7.066941044055191,10.507407540290831,11.764616537195721,11.84186743851855,8.259059228768571,9.496467608337165,12.20520856516093,8.408874327517418,7.261258347088448,8.075279425846976,8.176408823927265,10.092092149411839,9.919377879285873,9.497753309412417,7.599708689840195,7.203219595080379,11.94758362182308,11.02944918775244
ERR1630053,7.297522039255135,8.431320132480439,12.238379342629433,8.38620342572903,8.583213716751978,13.184160770884205,11.813004238377086,6.6794857526937506,11.813150305251156,8.092164498996313,5.450168846541816,12.514473292855733,9.169478255898905,9.768116062964388,10.154013360530762,17.40895775210564,8.442106712035336,9.49009059664055,10.271104080199205,12.87963103784886,9.791512604938559,7.998059530192658,11.871378100175635,14.06949887198946,5.130544331933013,7.955402979825371,11.535810953411943,6.301509602025776,9.535320703900801,13.812198259581963,11.867964340496279,11.563017374303984,12.242018293823048,10.974775618996473,8.98829197200197,12.894600138616832,8.572502767684362,9.51545910134165,5.0323039392937625,8.566706754325278,10.235879695589936,10.07924846720958,12.77149628430454,8.686379804790324,8.807327897594236,8.376507556476431,10.724082334668271,14.638910053591058,3.0688680907331776,8.536983096538886,8.947050724416009,3.6051544432763905,9.627798483336361,8.940062234491133,8.683402147670297,6.689931476034974,9.737861424332403,6.5006597241195285,7.473838019825823,9.401674347467862,13.064795906749474,11.230997471334597,11.841587874828122,15.884800179990645,11.321462752949369,6.8595271923007495,8.311751212853473,7.428706520820294,9.592822140394336,8.765819035862302,7.172090522009055,12.772076779594872,12.986649032449858,10.538258733952658,6.994155353363146,10.364685069088337,8.16458284916939,13.857352892475225,6.412973447658016,11.972823246155851,11.90947482177861,12.689339975207869,10.588885153964249,9.009691341543219,17.179340807782985,7.36881981965644,12.154323549986053,10.055296262798255,11.028681500594757,11.01262164688525,6.752530972468227,5.9731814890004085,6.168414793293788,8.661924588989432,10.744656025340571,7.937924034763796,5.6908427184062225,12.755656708547368,5.384083266966037,11.439282211933296
ERR1630057,6.475301012209402,12.382220889052055,7.152686597797054,3.447799925998697,8.610794135753375,6.208395480782891,11.16203425649351,9.718713568395602,6.842251614455494,5.7214153116601665,5.436793401893181,6.971776946702795,14.355186447417465,9.832740628808342,13.105084373802946,5.821368390942822,4.501055928664237,7.427720306584638,12.235254483837952,9.397378540056279,12.669036462910356,13.791430485377571,7.128322133632752,12.502989419183677,14.164112184063784,13.100556126947074,5.218173542057947,4.435201759797366,8.654121317967743,8.767673231881908,12.528593652830914,7.097074106806678,11.247227159104211,6.750393082317304,11.035188193560526,8.62871456149823,11.075511138630237,8.908521337643894,3.377759937774819,11.52691077348469,13.510113295360217,7.4924854256171995,12.428589436370672,8.159922991351838,5.950282895446463,8.16607325291055,9.448560596670157,6.038741236327337,14.04889689360843,5.4075058602894455,8.375723875929504,7.233235657642271,14.061401634435649,5.477880392206106,12.475532739533177,10.591454204400168,6.256799738323648,8.945284858273903,9.452295019184085,11.754855837547687,8.065110728506435,11.894328308749795,10.14632384333058,11.353637164226898,7.356334460261549,9.276623542063033,10.330692007756587,10.244940382602213,9.881332637298987,16.276897734899755,11.722883491861749,12.182353004189329,10.740689184651666,11.599785136896626,10.595815563084457,15.453324113694393,9.819760997098161,12.494027594631678,16.255941947326427,11.959149635908584,9.14649966617255,7.797932407437895,8.513324996559062,11.175129323093088,15.352762779060598,11.810873971536163,8.84034411997366,9.085224438388469,9.55166320905946,5.978110770053175,8.626828577318008,8.495337994365066,18.334336702227453,12.780623155988224,6.780739819712352,5.292382577845234,6.081962321949767,14.24088341395619,5.952880444381883,14.829207289136251
ERR1630070,9.256267646157909,7.79913025177008,5.103186772870513,12.328588447186878,10.17571908635123,11.237377348443538,7.719507754053733,10.537006162020319,12.981923782347717,10.322878087343918,5.369951097936867,10.096846664985087,13.109783327883408,15.87597666981098,12.600356018374528,14.149945428557311,12.694284068213472,6.780486504573988,13.333551853483216,11.205306385613202,15.990897611281119,5.682184427313439,6.603561351539277,12.176192656541659,14.534829907291453,9.639204262331008,9.655041255544784,10.621445769060104,8.547567990916331,12.962612268771267,8.552154823834446,12.10100001043994,6.030225160879777,15.155601062290389,3.6389063935156374,6.810233899014461,16.7603267715288,10.303061886692673,8.02058915035709,6.168684489832822,8.691807769885113,10.869292672959084,11.460099893929286,10.966791806392761,4.641268413474195,10.416795575672692,11.016942101738254,11.045896496986026,10.088390368480818,6.3130611430437416,7.235385565337472,13.639287165116706,7.67292571884379,7.83392250405416,9.111221065199484,6.350104404949567,11.901418419928245,6.194629443507251,13.25201680226208,5.9656086829449935,9.161258810806892,11.031337215121027,12.37170392925942,9.324978519547233,7.8917998826312115,14.257134466732131,10.544402728391375,9.488042998947547,4.544078301929349,10.574712523507007,9.985049588751007,5.932355508881139,7.656615942696134,10.280064245053715,11.402187190295047,6.944804540253294,6.973492757461094,10.346962781674536,7.476346350127154,9.397941560894049,15.325955179542305,9.872020475995035,13.06824984623903,6.263493197275106,7.696454216252988,7.632820229610916,6.688190183101216,4.69475878958171,10.579200955102186,11.160661677330486,7.16296714152171,7.76451461725563,10.233907712284491,10.062424003530195,13.099269174537842,13.401123762105023,7.9950611796607625,9.797055251346057,6.997528717026536,14.506720701514844
ERR1630073,9.458972347474663,11.641340670721299,7.570251147813366,11.722323868692541,10.89311336390796,12.49675593005274,4.628610262762567,8.884446724278893,11.9526703512655,5.853039723795309,10.22568740296524,10.374046168423313,13.449167593314378,12.347238239199786,13.198834915117605,12.644266093834192,14.900763183951671,9.192926395366747,12.367263928270438,15.002403491549867,7.648831413528702,7.92666731851469,11.573101265319863,14.146279000531292,9.59722865498003,10.286605811868796,11.091552786539554,8.539681171971973,16.581210773142793,7.226114895612179,10.270135778213266,10.318352123335353,3.4348896911950035,7.473046124561799,5.94343925943804,12.160826993517258,4.920393294848969,12.825637724731447,6.460694388006263,12.884558164558642,5.810633614899043,11.272107513886596,12.805419697435044,11.719332296036011,6.336643833221964,13.38931340190288,11.637358189862496,2.9264423695522357,10.332080767449678,18.501133498455832,13.349444834126498,8.502966769763312,11.632098927845849,8.821480794875761,13.043719095788896,7.557390754567471,13.625721040726944,12.761205221296015,11.927858234729818,16.212469803105023,13.017534102642346,13.06475256569156,13.379205319457272,12.141252282898563,11.392589098775694,7.968195366317378,8.009397977408439,11.296151490410834,11.82761000811117,10.053473578615375,8.55526194598744,9.591676730344467,9.841496697357893,10.825179212046827,9.333544989604807,13.497125927809055,9.66791695293255,8.07004614574793,9.75760873320398,6.695836612906423,16.03996840243081,11.966546128430664,9.962125964753826,14.24937291760238,9.384865154451697,9.899613479906936,7.887546832442673,7.1783556737177125,10.632475833361845,13.192054075857751,7.3651975416982065,9.282181822070484,9.389319372169247,12.314645335889566,8.705694705739662,12.259373150383551,12.146257575384993,8.014108824398104,9.12088162304344,10.24144169884874
ERR1630077,7.377417871203988,6.00386537994558,13.135648307603644,3.340480042097716,9.386850509412854,12.782017229094949,6.271301274985976,8.767470606727516,11.396774963215265,-0.43898490977755045,8.537242474914775,3.9715513730815424,13.336473811585293,8.069158640369489,15.799801937688038,7.581652462547871,11.795402632432623,7.81729407597393,9.734558101926806,10.433662793735394,10.077389034863117,14.964553477939054,14.282015798008878,7.751859668097218,10.128547985149382,6.508862391499074,5.825978847151591,7.999269037245314,15.049994344876582,4.937220740744534,11.728913572623794,11.381004677212623,7.770368585593131,11.934957264536589,11.921287485022665,9.88758647501817,9.548830431743987,9.263453853252742,7.4682119333131896,10.496173513885084,8.484662443159232,10.484573780437298,8.169825447112597,8.028166041469289,8.365783959294273,13.80704412060466,5.867833357100993,15.317750727798039,12.30424462179944,5.31090966436164,8.265106352489607,5.132199279413085,11.940564960465302,13.829935409553377,10.687577695181718,13.657159546587616,10.551019260119133,12.912937087173628,10.875928386542476,10.042130367433423,12.32099485251717,9.531036912324431,14.370825499736508,9.053624955624933,11.701483600579746,7.880001178612586,5.2804029649826925,11.07386158136644,4.588042562622719,16.44749372131488,8.937513676754264,9.76669429372991,9.06989728552805,10.422320717281698,11.020556399274241,7.480365264451953,2.337660090771017,6.697668071199171,8.544249479842192,10.840668151773835,10.550668128893335,12.259676141310086,5.071239037484302,7.321728497789133,8.677135692269589,14.57234162693198,18.161538182426582,5.9546525689938665,13.274869731389465,10.260677486245882,11.668548363834933,6.0268120815405855,14.065156806856972,3.3367138723695433,6.055896727968542,9.190647499644765,8.22028567390457,10.077480676399517,7.9458901054926185,8.93007896194122
ERR1630089,8.066216308388308,7.949397917919754,9.0651717328032,11.307677187705135,6.3587108333819256,12.662511633306613,8.766961288562923,12.402552091103923,7.591901299481302,6.020707232302108,8.860117807872344,16.311130605612554,6.909423940784412,13.03687542341859,11.537261286087684,12.216910560268904,7.387637329923063,12.376304023989245,11.891219867537245,6.5542167697439035,10.393741178981626,9.271106081536777,8.938461832234543,9.863102711401712,13.263019608834451,11.374430460474727,6.869818547398035,11.491323023490295,9.867072469780839,8.151262147340022,6.280935998639172,12.420982566751135,8.288529438466536,12.724217622409238,6.7704076591228635,15.984316648376105,17.901189480786854,11.626864693893914,13.889284969813453,8.639802545484926,8.343108311038847,13.582189023699833,10.454208907736403,5.883912476100307,10.231862159618224,6.334382428176442,9.444530760583554,13.146476808253295,14.37824211475938,10.828825846962536,14.014096573138671,8.620176372872953,15.102078429236926,7.831156449841218,7.5724019929142,8.617319426263276,7.7576719925932895,11.552260015591376,13.75677844913199,10.046525074156975,10.933899876822851,5.852694027826965,10.288788443691038,15.312216665797232,14.238076990022687,6.715672104164484,8.685566790211336,20.219602253302657,11.254301293236455,14.545920865054605,14.781321076579555,6.6527899582767684,12.171635860132225,10.561862704392722,15.225005989254054,15.886461963220457,7.504682214958774,20.32455878751714,10.507092554401872,11.896888416172814,2.0432609010903207,13.024927637149561,3.537558362877472,9.568219284831757,8.341335682661033,11.398371928046332,10.537977843434241,11.76081958005951,13.73779749070345,6.988100536343731,9.386782472654058,7.463692702310359,7.237878349832439,15.798069010622417,6.19323073763348,7.533720798064355,16.582784636057994,9.619492389843625,9.806654601460052,11.201566669505334
ERR1630099,5.0224323419910215,5.8710294422043035,6.787384744524522,11.763903331156083,10.651937935760596,6.746499120884576,8.236707919729515,10.975554028585144,1.48267180250222,9.543983044078445,10.91109670601793,5.881937089879007,13.049976570502396,11.144602233392199,16.531691250192427,9.530411405827996,12.872279148750252,6.689680865541545,11.32519969023176,13.54548925683834,8.423785998882682,13.358783598577352,12.760584188364792,10.431467403766739,9.18620005650887,0.7480683805912314,8.054127654431307,13.30242329134197,9.17979799056733,11.355648285972304,8.608007007514063,5.719393261930895,12.243615261719814,6.315026922168949,9.213238813149594,11.093077504879535,7.965254212142506,14.711090378707926,15.916922407136218,7.571328797658952,7.68909721797404,8.684496579714498,13.459145059488748,11.457800931116578,12.25297660410246,13.945977537915628,7.2833222024483,11.508219934689663,10.153949201157594,11.290286439455098,13.447429794109945,9.544882166141875,7.909755500048667,6.846695616386309,15.262554480546251,9.873928438121789,5.8964512208493485,14.148973925288931,4.8702048278062495,5.350250712874689,9.05203250086423,8.359479871803583,10.93579734048114,4.220904025447082,10.978220582528781,13.835225075930005,7.054259927715595,8.864903364212196,7.595342887120008,10.961148281189043,6.773608316730523,6.3976113447363065,9.546681271079612,11.011095327927462,10.451465842990315,8.681211518145393,12.004988251835819,10.6910956612915,6.4924140967726975,1.9724212438131836,11.564877892840602,9.230271163469578,6.670154992635184,14.876088763004262,14.84461171974197,13.820679362306759,10.678561353819887,0.5069247091659772,13.52580028172619,7.238337981443388,8.322523971632032,12.697657662610304,16.09544187976119,14.623239528902754,10.51797875261692,12.216861500903622,6.682825678531481,5.13222156716366,13.23991908857083,10.967767317609972
